,PM2.5,PM10,SO2,NO2,CO,O3,U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lon,date,IAQI_SO2,IAQI_NO2,IAQI_PM10,IAQI_CO,IAQI_O3,IAQI_PM25,IAQI
20250,99.2,141.89,26.67,29.72,1.11,84.59,1.43,3.5,293.91,61.7,101468.66,"116.31,35.62",2013-10-1,26.67,37.15,95.945,27.750000000000004,42.295,130.25,130.25
20260,105.23,173.14,50.65,59.61,1.44,65.58,2.39,1.03,292.34,65.04,98948.2,"117.96,35.46",2013-10-1,50.325,74.5125,111.57,36.0,32.79,137.78750000000002,137.78750000000002
20270,2.96,3.17,0.45,1.55,0.14,105.58,3.98,-1.72,274.35,55.07,56541.67,"79.01,33.61",2013-10-1,0.45,1.9375,3.17,3.5000000000000004,54.65,4.228571428571429,54.65
20280,1.83,1.95,0.25,0.29,0.13,105.56,1.0,-2.24,273.51,57.33,55888.09,"80.6,33.93",2013-10-1,0.25,0.3625,1.95,3.25,54.63333333333333,2.6142857142857143,54.63333333333333
20290,1.88,2.04,0.2,0.14,0.12,97.36,2.62,-0.74,270.48,77.05,54394.08,"82.2,34.23",2013-10-1,0.2,0.17500000000000002,2.04,3.0,48.68,2.6857142857142855,48.68
20300,1.52,1.58,0.13,0.12,0.12,102.34,1.44,0.75,271.79,66.02,54627.36,"83.82,34.51",2013-10-1,0.13,0.15,1.58,3.0,51.95,2.1714285714285717,51.95
20310,1.47,1.5,0.08,0.13,0.11,98.12,-0.37,0.98,270.63,64.85,53631.29,"85.44,34.77",2013-10-1,0.08,0.1625,1.5,2.75,49.06,2.1,49.06
20320,1.98,2.02,0.08,0.14,0.11,88.63,-1.58,3.07,273.69,45.17,56581.07,"87.07,35.01",2013-10-1,0.08,0.17500000000000002,2.02,2.75,44.315,2.8285714285714287,44.315
20330,2.21,2.25,0.07,0.13,0.11,93.3,-1.75,3.8,270.58,55.22,54603.96,"88.71,35.23",2013-10-1,0.07,0.1625,2.25,2.75,46.65,3.157142857142857,46.65
20340,3.0,3.05,0.07,0.17,0.11,94.12,-2.44,2.15,268.6,64.65,56334.67,"90.36,35.42",2013-10-1,0.07,0.21250000000000002,3.05,2.75,47.06,4.285714285714286,47.06
20350,3.49,3.53,0.06,0.14,0.11,103.18,0.99,1.72,271.21,49.47,56703.96,"92.01,35.6",2013-10-1,0.06,0.17500000000000002,3.53,2.75,52.650000000000006,4.985714285714286,52.650000000000006
20360,4.72,4.76,0.06,0.31,0.11,105.69,1.23,3.14,270.42,33.81,55870.48,"93.68,35.75",2013-10-1,0.06,0.3875,4.76,2.75,54.74166666666667,6.742857142857143,54.74166666666667
20370,7.45,7.5,0.06,0.21,0.12,104.77,-0.03,1.15,273.21,30.44,58816.55,"95.34,35.89",2013-10-1,0.06,0.2625,7.5,3.0,53.974999999999994,10.642857142857144,53.974999999999994
20380,6.67,6.73,0.08,0.31,0.12,98.2,0.43,-0.47,276.02,24.55,61289.1,"97.02,36.0",2013-10-1,0.08,0.3875,6.73,3.0,49.1,9.528571428571428,49.1
20390,7.67,7.71,0.06,0.33,0.12,103.43,1.62,0.62,273.83,30.57,61093.41,"98.69,36.09",2013-10-1,0.06,0.41250000000000003,7.71,3.0,52.85833333333334,10.957142857142857,52.85833333333334
20400,12.08,12.49,0.69,1.22,0.13,78.19,-2.18,-0.36,282.42,44.35,71806.84,"100.37,36.16",2013-10-1,0.69,1.525,12.49,3.25,39.095,17.257142857142856,39.095
20410,20.74,24.01,4.31,5.91,0.28,74.87,-1.46,1.01,281.71,52.13,71476.29,"102.05,36.21",2013-10-1,4.31,7.3875,24.01,7.000000000000001,37.435,29.628571428571426,37.435
20420,55.31,129.18,33.09,29.66,0.93,22.11,-0.43,0.73,288.91,40.7,82758.03,"103.74,36.24",2013-10-1,33.09,37.075,89.59,23.25,11.055,75.3875,89.59
20430,33.41,39.64,7.24,3.3,0.26,63.25,-1.18,1.55,285.42,52.86,79449.44,"105.42,36.24",2013-10-1,7.24,4.125,39.64,6.5,31.625,47.72857142857143,47.72857142857143
20440,34.11,35.95,9.17,4.02,0.24,59.69,1.01,-1.95,288.53,46.74,85108.25,"107.1,36.23",2013-10-1,9.17,5.0249999999999995,35.95,6.0,29.845,48.72857142857143,48.72857142857143
20450,43.12,60.75,11.51,13.16,0.48,51.44,1.03,-3.5,288.36,51.57,87062.41,"108.79,36.19",2013-10-1,11.51,16.45,55.375,12.0,25.72,60.15,60.15
20460,40.52,46.15,12.18,11.36,0.8,52.89,0.15,-3.64,290.89,58.81,92525.27,"110.47,36.13",2013-10-1,12.18,14.2,46.15,20.0,26.445,56.900000000000006,56.900000000000006
20470,48.79,58.17,13.72,9.27,1.33,58.74,1.77,-1.15,290.01,51.35,89647.7,"112.15,36.05",2013-10-1,13.72,11.587499999999999,54.085,33.25,29.37,67.2375,67.2375
20480,88.94,139.11,27.25,30.67,1.9,62.98,0.96,0.59,295.29,41.66,96289.22,"113.82,35.95",2013-10-1,27.25,38.337500000000006,94.555,47.5,31.49,117.425,117.425
20490,137.42,203.52,26.76,32.68,1.35,73.99,1.66,3.39,295.38,54.32,101334.63,"115.49,35.82",2013-10-1,26.76,40.85,126.76,33.75,36.995,182.0285714285714,182.0285714285714
20500,108.63,163.21,54.51,51.39,1.48,64.71,1.56,2.79,293.18,64.42,100423.98,"117.15,35.68",2013-10-1,52.254999999999995,64.2375,106.605,37.0,32.355,142.0375,142.0375
20510,99.54,181.63,40.04,60.87,1.53,56.48,1.8,0.84,291.54,72.64,100120.43,"118.81,35.51",2013-10-1,40.04,76.0875,115.815,38.25,28.24,130.675,130.675
20520,2.02,2.13,0.31,0.31,0.13,109.11,2.19,-1.79,272.06,54.72,54230.29,"79.61,33.88",2013-10-1,0.31,0.3875,2.13,3.25,57.59166666666667,2.8857142857142857,57.59166666666667
20530,1.93,2.04,0.23,0.18,0.12,105.4,2.13,-1.72,269.96,70.39,53324.75,"81.2,34.19",2013-10-1,0.23,0.22499999999999998,2.04,3.0,54.50000000000001,2.757142857142857,54.50000000000001
20540,1.74,1.84,0.17,0.11,0.12,101.19,2.76,-0.15,268.58,80.43,52367.53,"82.81,34.48",2013-10-1,0.17,0.1375,1.84,3.0,50.99166666666667,2.4857142857142858,50.99166666666667
20550,1.4,1.44,0.1,0.12,0.12,103.4,-0.07,0.83,270.65,66.39,53833.97,"84.43,34.75",2013-10-1,0.1,0.15,1.44,3.0,52.833333333333336,2.0,52.833333333333336
20560,1.76,1.79,0.07,0.14,0.11,93.34,-1.47,1.7,272.27,51.8,55462.69,"86.06,35.0",2013-10-1,0.07,0.17500000000000002,1.79,2.75,46.67,2.5142857142857142,46.67
20570,2.07,2.11,0.07,0.14,0.11,88.88,-2.55,3.03,271.82,52.41,55815.17,"87.7,35.23",2013-10-1,0.07,0.17500000000000002,2.11,2.75,44.44,2.957142857142857,44.44
20580,2.4,2.44,0.06,0.16,0.11,86.89,-4.24,3.09,270.57,59.54,56412.29,"89.35,35.44",2013-10-1,0.06,0.2,2.44,2.75,43.445,3.4285714285714284,43.445
20590,3.39,3.44,0.08,0.09,0.11,105.86,0.47,3.36,271.71,55.61,55800.22,"91.0,35.63",2013-10-1,0.08,0.11249999999999999,3.44,2.75,54.88333333333333,4.842857142857143,54.88333333333333
20600,3.95,3.99,0.04,0.16,0.11,100.26,1.01,0.42,273.05,38.66,58406.04,"92.66,35.8",2013-10-1,0.04,0.2,3.99,2.75,50.21666666666667,5.642857142857143,50.21666666666667
20610,6.93,7.0,0.09,0.39,0.11,102.55,0.31,1.49,274.64,27.4,59893.95,"94.33,35.95",2013-10-1,0.09,0.48750000000000004,7.0,2.75,52.125,9.9,52.125
20620,8.09,8.15,0.07,0.24,0.12,100.95,-0.08,1.96,275.97,25.15,61312.93,"96.0,36.07",2013-10-1,0.07,0.3,8.15,3.0,50.79166666666667,11.557142857142857,50.79166666666667
20630,8.05,8.13,0.11,0.52,0.12,96.76,-0.08,1.57,285.62,17.35,72591.42,"97.68,36.18",2013-10-1,0.11,0.65,8.13,3.0,48.38,11.500000000000002,48.38
20640,7.51,7.58,0.1,0.38,0.12,97.0,2.42,-0.56,278.67,24.88,65127.92,"99.36,36.26",2013-10-1,0.1,0.475,7.58,3.0,48.5,10.728571428571428,48.5
20650,13.86,15.08,1.33,2.34,0.16,80.71,-0.74,1.38,278.81,52.04,67391.26,"101.04,36.32",2013-10-1,1.33,2.925,15.08,4.0,40.355,19.8,40.355
20660,22.14,28.05,8.75,8.87,0.28,64.49,-0.77,-0.91,287.65,41.12,80086.41,"102.72,36.36",2013-10-1,8.75,11.087499999999999,28.05,7.000000000000001,32.245,31.62857142857143,32.245
20670,31.65,54.4,8.4,5.79,0.41,41.75,-0.68,1.54,289.44,35.27,82609.03,"104.41,36.38",2013-10-1,8.4,7.2375,52.2,10.25,20.875,45.214285714285715,52.2
20680,32.27,34.78,9.29,5.26,0.22,61.89,0.61,0.49,289.07,41.55,84201.52,"106.1,36.37",2013-10-1,9.29,6.574999999999999,34.78,5.5,30.945,46.10000000000001,46.10000000000001
20690,40.14,43.48,11.83,6.53,0.28,59.86,-1.15,-2.1,288.48,54.18,87186.66,"107.78,36.35",2013-10-1,11.83,8.1625,43.48,7.000000000000001,29.93,56.425,56.425
20700,42.42,71.51,13.35,27.0,0.63,42.67,1.32,-2.99,288.57,53.91,88108.12,"109.47,36.3",2013-10-1,13.35,33.75,60.755,15.75,21.335,59.275000000000006,60.755
20710,39.04,41.73,13.05,7.11,0.88,58.07,4.58,-4.07,286.8,63.77,86136.66,"111.15,36.24",2013-10-1,13.05,8.887500000000001,41.73,22.0,29.035,55.05,55.05
20720,45.8,74.31,19.56,22.75,1.78,56.41,1.0,0.12,290.16,54.83,90483.7,"112.83,36.15",2013-10-1,19.56,28.4375,62.155,44.5,28.205,63.5,63.5
20730,147.22,222.63,34.97,42.25,1.87,52.16,0.22,2.28,296.36,49.71,100897.55,"114.5,36.04",2013-10-1,34.97,52.8125,136.315,46.75,26.08,196.0285714285714,196.0285714285714
20740,112.79,166.19,25.23,28.58,1.16,83.63,1.18,3.19,294.26,58.86,101426.05,"116.17,35.9",2013-10-1,25.23,35.724999999999994,108.095,28.999999999999996,41.815,147.2375,147.2375
20750,111.0,169.71,50.62,51.8,1.35,71.13,2.7,1.93,292.52,63.44,98444.48,"117.84,35.75",2013-10-1,50.31,64.75,109.855,33.75,35.565,145.0,145.0
20760,88.84,147.8,32.49,49.8,1.22,64.7,3.22,-0.67,293.75,57.85,101120.02,"119.5,35.58",2013-10-1,32.49,62.25,98.9,30.5,32.35,117.30000000000001,117.30000000000001
20770,1.94,2.03,0.24,0.27,0.13,105.7,2.33,-2.81,271.02,60.26,53743.7,"80.21,34.13",2013-10-1,0.24,0.3375,2.03,3.25,54.75,2.7714285714285714,54.75
20780,1.88,2.42,0.22,0.14,0.12,107.45,2.6,-1.35,271.96,74.4,54032.41,"81.81,34.44",2013-10-1,0.22,0.17500000000000002,2.42,3.0,56.208333333333336,2.6857142857142855,56.208333333333336
20790,1.45,1.51,0.11,0.11,0.11,101.38,0.1,-0.17,270.51,73.22,54365.32,"83.43,34.72",2013-10-1,0.11,0.1375,1.51,2.75,51.15,2.0714285714285716,51.15
20800,1.43,1.47,0.08,0.12,0.11,95.41,-0.93,0.31,272.5,54.73,55344.82,"85.05,34.99",2013-10-1,0.08,0.15,1.47,2.75,47.705,2.0428571428571427,47.705
20810,1.87,1.9,0.07,0.14,0.11,91.64,-1.69,2.21,271.55,49.43,54991.95,"86.69,35.23",2013-10-1,0.07,0.17500000000000002,1.9,2.75,45.82,2.6714285714285717,45.82
20820,2.0,2.04,0.06,0.15,0.11,89.71,-1.83,2.52,272.52,45.8,56491.12,"88.33,35.45",2013-10-1,0.06,0.1875,2.04,2.75,44.855,2.857142857142857,44.855
20830,2.76,2.8,0.06,0.15,0.11,94.5,-0.68,4.34,268.79,62.22,55297.93,"89.98,35.65",2013-10-1,0.06,0.1875,2.8,2.75,47.25,3.9428571428571426,47.25
20840,3.5,3.54,0.06,0.14,0.11,98.59,1.1,2.11,268.83,54.12,55627.83,"91.64,35.84",2013-10-1,0.06,0.17500000000000002,3.54,2.75,49.295,5.0,49.295
20850,4.79,4.84,0.07,0.23,0.11,99.18,0.66,2.72,273.3,32.32,58606.04,"93.31,36.0",2013-10-1,0.07,0.28750000000000003,4.84,2.75,49.59,6.842857142857143,49.59
20860,12.29,12.38,0.12,0.39,0.12,98.5,-2.1,1.97,279.93,21.56,64525.24,"94.98,36.13",2013-10-1,0.12,0.48750000000000004,12.38,3.0,49.25,17.557142857142857,49.25
20870,7.81,7.88,0.09,0.33,0.12,94.48,-0.04,1.72,284.99,17.32,70979.67,"96.66,36.25",2013-10-1,0.09,0.41250000000000003,7.88,3.0,47.24,11.157142857142857,47.24
20880,9.32,9.37,0.08,0.43,0.12,99.33,0.57,2.4,279.48,22.83,66253.34,"98.34,36.35",2013-10-1,0.08,0.5375,9.37,3.0,49.665,13.314285714285715,49.665
20890,11.41,11.68,0.49,0.9,0.12,84.07,0.62,0.43,280.56,41.12,68817.02,"100.02,36.42",2013-10-1,0.49,1.125,11.68,3.0,42.035,16.3,42.035
20900,23.74,37.74,17.88,22.51,0.88,43.29,-0.28,-0.16,282.02,57.88,73267.66,"101.71,36.47",2013-10-1,17.88,28.137500000000003,37.74,22.0,21.645,33.91428571428571,37.74
20910,21.54,34.01,6.41,5.62,0.31,55.91,-0.97,-0.53,287.97,39.96,80712.62,"103.4,36.5",2013-10-1,6.41,7.025,34.01,7.75,27.955,30.771428571428572,34.01
20920,30.51,38.43,7.03,3.66,0.26,59.07,-1.12,1.77,286.85,45.41,80398.38,"105.08,36.51",2013-10-1,7.03,4.575,38.43,6.5,29.535,43.58571428571429,43.58571428571429
20930,31.72,33.41,8.49,3.82,0.22,60.89,2.03,-1.59,287.9,43.92,83208.29,"106.77,36.5",2013-10-1,8.49,4.7749999999999995,33.41,5.5,30.445,45.31428571428572,45.31428571428572
20940,42.74,60.63,12.07,14.97,0.47,50.23,1.75,-2.73,287.07,53.5,85229.28,"108.46,36.47",2013-10-1,12.07,18.712500000000002,55.315,11.75,25.115,59.675000000000004,59.675000000000004
20950,38.39,50.97,12.99,17.49,0.65,47.24,1.77,-3.66,289.11,60.03,89567.68,"110.15,36.41",2013-10-1,12.99,21.862499999999997,50.485,16.25,23.62,54.2375,54.2375
20960,41.48,51.22,14.81,12.04,1.38,52.46,1.25,-2.7,291.09,51.15,91232.27,"111.83,36.34",2013-10-1,14.81,15.049999999999999,50.61,34.5,26.23,58.099999999999994,58.099999999999994
20970,69.2,102.51,22.64,22.95,1.56,66.55,3.85,1.41,288.44,54.94,87428.45,"113.51,36.24",2013-10-1,22.64,28.6875,76.255,39.0,33.275,92.75,92.75
20980,147.01,228.38,27.87,35.99,1.45,63.65,1.39,2.37,295.65,53.44,101215.23,"115.19,36.12",2013-10-1,27.87,44.987500000000004,139.19,36.25,31.825,195.7285714285714,195.7285714285714
20990,112.9,174.6,42.3,43.64,1.57,70.58,0.5,1.96,293.29,63.77,100689.33,"116.86,35.98",2013-10-1,42.3,54.55,112.3,39.25,35.29,147.375,147.375
21000,106.13,171.23,43.91,52.3,1.36,69.61,3.39,0.98,292.83,63.86,99262.58,"118.52,35.82",2013-10-1,43.91,65.375,110.615,34.0,34.805,138.9125,138.9125
21010,2.23,2.35,0.3,0.69,0.13,110.25,1.87,-2.47,270.37,57.53,53240.15,"79.05,34.04",2013-10-1,0.3,0.8624999999999999,2.35,3.25,58.54166666666667,3.185714285714286,58.54166666666667
21020,2.09,2.19,0.22,0.24,0.12,102.36,1.56,-0.97,268.66,76.69,52454.85,"80.65,34.36",2013-10-1,0.22,0.3,2.19,3.0,51.96666666666667,2.9857142857142858,51.96666666666667
21030,1.81,1.92,0.15,0.13,0.12,97.01,1.34,-0.26,267.67,87.31,51998.05,"82.26,34.66",2013-10-1,0.15,0.1625,1.92,3.0,48.505,2.585714285714286,48.505
21040,1.59,1.63,0.09,0.1,0.11,100.49,-0.74,-0.98,270.7,69.6,54662.51,"83.88,34.94",2013-10-1,0.09,0.125,1.63,2.75,50.40833333333333,2.271428571428572,50.40833333333333
21050,1.53,1.56,0.07,0.12,0.11,94.21,-1.87,1.31,272.45,51.46,55517.88,"85.51,35.2",2013-10-1,0.07,0.15,1.56,2.75,47.105,2.185714285714286,47.105
21060,1.86,1.89,0.06,0.14,0.11,86.23,-2.27,1.46,272.63,47.41,56504.32,"87.15,35.43",2013-10-1,0.06,0.17500000000000002,1.89,2.75,43.115,2.6571428571428575,43.115
21070,2.1,2.14,0.06,0.14,0.11,90.54,-2.11,3.11,269.63,59.28,54724.55,"88.8,35.65",2013-10-1,0.06,0.17500000000000002,2.14,2.75,45.27,3.0,45.27
21080,2.77,2.81,0.06,0.13,0.11,96.57,-0.97,3.29,268.51,63.68,55450.62,"90.46,35.85",2013-10-1,0.06,0.1625,2.81,2.75,48.285,3.9571428571428573,48.285
21090,3.4,3.44,0.05,0.13,0.11,96.99,2.44,0.97,273.09,39.44,58392.14,"92.12,36.02",2013-10-1,0.05,0.1625,3.44,2.75,48.495,4.857142857142857,48.495
21100,7.63,7.76,0.16,0.36,0.11,92.87,0.59,2.08,274.58,28.24,59388.19,"93.79,36.17",2013-10-1,0.16,0.44999999999999996,7.76,2.75,46.435,10.9,46.435
21110,15.01,15.08,0.1,0.35,0.12,95.52,-1.77,1.61,284.94,17.05,70232.92,"95.47,36.31",2013-10-1,0.1,0.4375,15.08,3.0,47.76,21.442857142857143,47.76
21120,9.75,9.82,0.1,0.41,0.12,93.98,0.31,-0.02,286.17,17.45,73584.87,"97.15,36.42",2013-10-1,0.1,0.5125,9.82,3.0,46.99,13.928571428571429,46.99
21130,9.62,9.67,0.07,0.38,0.12,97.1,5.15,2.33,276.7,24.6,63300.33,"98.83,36.51",2013-10-1,0.07,0.475,9.67,3.0,48.55,13.742857142857142,48.55
21140,13.77,14.58,0.92,1.71,0.13,80.4,-1.73,2.82,279.1,56.36,68373.45,"100.52,36.57",2013-10-1,0.92,2.1375,14.58,3.25,40.2,19.67142857142857,40.2
21150,21.47,27.41,7.24,9.54,0.41,65.34,-1.89,0.43,283.69,47.38,74699.84,"102.21,36.62",2013-10-1,7.24,11.924999999999999,27.41,10.25,32.67,30.67142857142857,32.67
21160,24.18,39.25,7.37,5.77,0.29,52.62,0.47,0.36,287.62,38.29,79995.22,"103.9,36.65",2013-10-1,7.37,7.2124999999999995,39.25,7.249999999999999,26.31,34.542857142857144,39.25
21170,30.43,34.73,8.23,4.73,0.23,59.26,1.12,1.73,288.18,40.91,82220.75,"105.59,36.65",2013-10-1,8.23,5.9125000000000005,34.73,5.75,29.63,43.471428571428575,43.471428571428575
21180,33.15,34.92,9.55,3.56,0.22,59.9,-0.5,-2.23,288.39,49.25,86224.11,"107.28,36.63",2013-10-1,9.55,4.45,34.92,5.5,29.95,47.357142857142854,47.357142857142854
21190,43.86,76.31,12.57,23.51,0.6,43.97,1.68,-3.6,288.02,53.6,87202.93,"108.97,36.59",2013-10-1,12.57,29.387500000000003,63.155,15.0,21.985,61.075,63.155
21200,37.33,43.05,13.08,10.24,0.75,53.34,0.48,-2.45,289.95,61.07,91242.88,"110.66,36.53",2013-10-1,13.08,12.8,43.05,18.75,26.67,52.912499999999994,52.912499999999994
21210,41.19,51.74,14.66,10.53,1.14,58.88,1.24,-0.87,289.75,52.71,89477.28,"112.35,36.45",2013-10-1,14.66,13.1625,50.870000000000005,28.499999999999996,29.44,57.7375,57.7375
21220,134.1,213.6,35.97,49.91,1.98,44.8,-0.12,-2.08,295.09,44.98,98007.58,"114.03,36.34",2013-10-1,35.97,62.387499999999996,131.8,49.5,22.4,177.28571428571428,177.28571428571428
21230,142.49,222.47,27.67,35.05,1.35,71.29,1.6,2.26,295.07,55.53,101217.96,"115.71,36.22",2013-10-1,27.67,43.8125,136.235,33.75,35.645,189.2714285714286,189.2714285714286
21240,125.04,180.46,49.76,48.01,1.47,75.44,1.26,1.63,292.59,64.3,99415.85,"117.38,36.07",2013-10-1,49.76,60.012499999999996,115.23,36.75,37.72,164.34285714285716,164.34285714285716
21250,102.65,169.31,40.84,52.4,1.35,67.12,3.66,2.0,292.49,65.67,100011.23,"119.05,35.9",2013-10-1,40.84,65.5,109.655,33.75,33.56,134.5625,134.5625
21260,2.03,2.12,0.24,0.28,0.13,108.59,1.9,-2.39,268.2,65.83,51920.69,"79.49,34.27",2013-10-1,0.24,0.35000000000000003,2.12,3.25,57.15833333333334,2.9,57.15833333333334
21270,1.91,2.0,0.19,0.21,0.12,101.04,2.88,-0.87,269.88,72.76,53883.03,"81.09,34.58",2013-10-1,0.19,0.2625,2.0,3.0,50.866666666666674,2.7285714285714286,50.866666666666674
21280,1.9,2.01,0.11,0.1,0.11,99.47,0.34,-1.76,270.27,78.44,54678.45,"82.71,34.88",2013-10-1,0.11,0.125,2.01,2.75,49.735,2.7142857142857144,49.735
21290,1.85,1.88,0.08,0.11,0.11,99.17,-0.86,-0.43,272.94,53.09,56201.92,"84.34,35.15",2013-10-1,0.08,0.1375,1.88,2.75,49.585,2.6428571428571432,49.585
21300,1.67,1.7,0.06,0.12,0.11,94.42,-1.27,0.63,272.11,47.05,55361.39,"85.97,35.4",2013-10-1,0.06,0.15,1.7,2.75,47.21,2.3857142857142857,47.21
21310,1.85,1.88,0.06,0.13,0.11,89.3,-1.26,3.05,272.03,46.39,55797.25,"87.62,35.63",2013-10-1,0.06,0.1625,1.88,2.75,44.65,2.6428571428571432,44.65
21320,2.22,2.26,0.06,0.14,0.11,91.7,-0.85,4.92,270.79,47.79,55890.85,"89.27,35.85",2013-10-1,0.06,0.17500000000000002,2.26,2.75,45.85,3.1714285714285717,45.85
21330,3.11,3.15,0.05,0.12,0.11,96.84,0.68,4.49,265.77,65.66,52559.93,"90.93,36.04",2013-10-1,0.05,0.15,3.15,2.75,48.42,4.442857142857143,48.42
21340,4.59,4.64,0.06,0.16,0.11,93.38,0.98,2.43,274.02,31.55,58751.62,"92.6,36.2",2013-10-1,0.06,0.2,4.64,2.75,46.69,6.557142857142857,46.69
21350,13.03,13.45,0.56,1.12,0.12,92.02,-1.19,1.06,285.46,17.18,70796.44,"94.28,36.35",2013-10-1,0.56,1.4000000000000001,13.45,3.0,46.01,18.614285714285714,46.01
21360,10.14,10.22,0.12,0.38,0.12,91.32,-1.8,1.65,287.45,16.42,74177.14,"95.96,36.48",2013-10-1,0.12,0.475,10.22,3.0,45.66,14.485714285714288,45.66
21370,9.02,9.09,0.1,0.45,0.12,92.05,-1.24,1.95,284.8,19.82,72530.91,"97.64,36.58",2013-10-1,0.1,0.5625,9.09,3.0,46.025,12.885714285714286,46.025
21380,9.79,9.9,0.21,0.68,0.12,93.52,0.57,-1.67,281.73,26.69,69494.4,"99.33,36.66",2013-10-1,0.21,0.8500000000000001,9.9,3.0,46.76,13.985714285714284,46.76
21390,14.71,16.86,2.35,3.85,0.2,74.67,0.29,1.5,278.76,53.99,68201.41,"101.02,36.73",2013-10-1,2.35,4.8125,16.86,5.0,37.335,21.014285714285716,37.335
21400,16.79,20.53,4.18,5.65,0.24,67.31,-0.75,-1.1,283.35,49.32,74864.34,"102.71,36.77",2013-10-1,4.18,7.0625,20.53,6.0,33.655,23.985714285714284,33.655
21410,29.73,43.9,9.94,6.86,0.33,49.17,-2.18,0.74,289.44,38.7,84362.81,"104.41,36.78",2013-10-1,9.94,8.575000000000001,43.9,8.25,24.585,42.471428571428575,43.9
21420,29.98,32.17,9.75,6.16,0.21,57.79,-0.64,-0.27,289.05,41.25,84891.07,"106.1,36.78",2013-10-1,9.75,7.7,32.17,5.25,28.895,42.82857142857143,42.82857142857143
21430,36.65,40.38,10.8,5.24,0.26,60.55,-0.11,-2.34,287.0,54.05,85000.87,"107.8,36.76",2013-10-1,10.8,6.550000000000001,40.38,6.5,30.275,52.0625,52.0625
21440,42.51,83.5,14.13,37.37,0.72,37.74,2.36,-3.49,289.47,51.35,89159.09,"109.49,36.71",2013-10-1,14.13,46.7125,66.75,18.0,18.87,59.387499999999996,66.75
21450,36.2,39.82,12.73,6.67,0.72,58.7,3.58,-3.27,286.4,67.97,86407.84,"111.18,36.64",2013-10-1,12.73,8.3375,39.82,18.0,29.35,51.5,51.5
21460,47.9,69.47,18.59,18.62,1.33,56.59,0.75,-0.83,289.98,54.3,90827.31,"112.87,36.55",2013-10-1,18.59,23.275000000000002,59.735,33.25,28.295,66.125,66.125
21470,173.06,279.31,36.05,52.78,1.75,41.7,-0.07,0.78,296.04,49.09,101042.73,"114.55,36.44",2013-10-1,36.05,65.975,164.655,43.75,20.85,223.06,223.06
21480,127.26,192.51,28.02,31.66,1.25,81.13,1.06,2.99,294.49,60.47,101346.51,"116.23,36.31",2013-10-1,28.02,39.575,121.255,31.25,40.565,167.51428571428573,167.51428571428573
21490,125.13,185.88,64.68,53.75,1.46,74.01,2.1,2.03,291.68,64.85,97044.42,"117.9,36.16",2013-10-1,57.34,67.1875,117.94,36.5,37.005,164.47142857142856,164.47142857142856
21500,97.8,161.33,39.03,49.26,1.24,72.95,3.04,1.35,292.64,64.5,100317.36,"119.57,35.98",2013-10-1,39.03,61.574999999999996,105.665,31.0,36.475,128.5,128.5
21510,2.04,2.12,0.22,0.31,0.12,100.62,2.12,-3.12,270.11,61.91,53595.66,"80.09,34.53",2013-10-1,0.22,0.3875,2.12,3.0,50.51666666666667,2.9142857142857146,50.51666666666667
21520,2.08,2.18,0.14,0.14,0.12,93.93,-0.43,-0.85,271.6,64.77,55348.96,"81.7,34.84",2013-10-1,0.14,0.17500000000000002,2.18,3.0,46.965,2.9714285714285715,46.965
21530,1.76,1.83,0.08,0.09,0.11,100.31,-1.93,-1.11,270.71,68.46,55237.49,"83.33,35.12",2013-10-1,0.08,0.11249999999999999,1.83,2.75,50.25833333333333,2.5142857142857142,50.25833333333333
21540,1.75,1.78,0.07,0.11,0.11,97.16,-1.54,-0.74,272.76,49.21,55814.1,"84.96,35.39",2013-10-1,0.07,0.1375,1.78,2.75,48.58,2.5,48.58
21550,1.63,1.66,0.06,0.13,0.11,88.09,-1.26,2.17,271.84,47.59,55432.54,"86.6,35.63",2013-10-1,0.06,0.1625,1.66,2.75,44.045,2.3285714285714283,44.045
21560,1.93,1.96,0.05,0.13,0.11,92.19,-1.31,3.99,271.79,43.84,55707.71,"88.25,35.86",2013-10-1,0.05,0.1625,1.96,2.75,46.095,2.757142857142857,46.095
21570,2.49,2.53,0.05,0.13,0.11,91.69,-1.47,5.71,269.35,54.98,55309.22,"89.91,36.06",2013-10-1,0.05,0.1625,2.53,2.75,45.845,3.5571428571428574,45.845
21580,3.21,3.25,0.05,0.14,0.11,93.5,2.12,4.47,269.77,53.74,55895.78,"91.58,36.24",2013-10-1,0.05,0.17500000000000002,3.25,2.75,46.75,4.585714285714285,46.75
21590,5.98,6.08,0.11,0.23,0.11,86.89,-0.63,2.12,278.25,25.44,63081.79,"93.25,36.4",2013-10-1,0.11,0.28750000000000003,6.08,2.75,43.445,8.542857142857144,43.445
21600,15.88,17.13,1.65,3.81,0.14,85.97,-3.1,0.5,286.89,16.75,73631.52,"94.93,36.54",2013-10-1,1.65,4.7625,17.13,3.5000000000000004,42.985,22.685714285714287,42.985
21610,10.95,11.03,0.2,0.34,0.12,83.95,-2.13,-0.86,285.89,17.83,74067.91,"96.62,36.66",2013-10-1,0.2,0.42500000000000004,11.03,3.0,41.975,15.642857142857142,41.975
21620,9.04,9.13,0.15,0.53,0.12,94.16,2.58,2.95,280.19,21.99,67014.31,"98.3,36.75",2013-10-1,0.15,0.6625000000000001,9.13,3.0,47.08,12.914285714285713,47.08
